datetime,grid_id,value,date,Column_WV,Optical_Depth_055_avg,Optical_Depth_055_min,Optical_Depth_055_max,Optical_Depth_055_var,Optical_Depth_055_std,Optical_Depth_055_p95,latitude,longitude,surface,gust,sp,orog,t,heightAboveGround,u,v,sunsd,level,tozne,location,prate_max,prate_mean,cat_rain_max,cat_rain_mode
2018-02-01T16:00:00Z,90BZ1,0,2018-02-01,,,,,,,,25.125,121.625,0.0,9.175,100536.5,157.14,286.775,10.0,-4.685,-4.3775,203.0,0.0,250.05,tp,0.000112,3.9805556e-05,1.0,1.0
2018-02-01T16:00:00Z,9Q6TA,0,2018-02-01,,,,,,,,25.125,121.625,0.0,9.175,100536.5,157.14,286.775,10.0,-4.685,-4.3775,203.0,0.0,250.05,tp,0.000112,3.9805556e-05,1.0,1.0
2018-02-01T16:00:00Z,KW43U,0,2018-02-01,,,,,,,,25.125,121.625,0.0,9.175,100536.5,157.14,286.775,10.0,-4.685,-4.3775,203.0,0.0,250.05,tp,0.000112,3.9805556e-05,1.0,1.0
2018-02-01T16:00:00Z,VR4WG,0,2018-02-01,,,,,,,,25.125,121.625,0.0,9.175,100536.5,157.14,286.775,10.0,-4.685,-4.3775,203.0,0.0,250.05,tp,0.000112,3.9805556e-05,1.0,1.0
2018-02-01T16:00:00Z,XJF9O,0,2018-02-01,,,,,,,,25.125,121.625,0.0,9.175,100536.5,157.14,286.775,10.0,-4.685,-4.3775,203.0,0.0,250.05,tp,0.000112,3.9805556e-05,1.0,1.0
2018-02-01T16:00:00Z,XNLVD,0,2018-02-01,,,,,,,,25.125,121.625,0.0,9.175,100536.5,157.14,286.775,10.0,-4.685,-4.3775,203.0,0.0,250.05,tp,0.000112,3.9805556e-05,1.0,1.0
2018-02-01T18:30:00Z,1Z2W7,0,2018-02-01,1.6974782608695655,0.43025,0.345,0.528,0.0031373571428571,0.0560121160362393,0.51435,28.625,77.375,0.0,2.975,98807.7,208.5,287.875,10.0,1.61,-1.3325,0.0,0.0,265.75,dl,0.0,0.0,0.0,0.0
2018-02-01T18:30:00Z,90S79,0,2018-02-01,1.6439473684210528,0.5460000000000002,0.414,0.658,0.0059263333333333,0.0769826820352041,0.6535,28.75,77.25,0.0,3.2,98827.7,207.02,289.3,10.0,1.44,-1.28,0.0,0.0,266.3,dl,0.0,0.0,0.0,0.0
2018-02-01T18:30:00Z,A7UCQ,0,2018-02-01,1.7298260869565214,0.4684347826086956,0.318,0.619,0.0043591660079051,0.0660239805518051,0.5832999999999999,28.625,77.375,0.0,2.975,98807.7,208.5,287.875,10.0,1.61,-1.3325,0.0,0.0,265.75,dl,0.0,0.0,0.0,0.0
2018-02-01T18:30:00Z,D7S1G,0,2018-02-01,1.7024583333333336,0.4675416666666667,0.333,0.545,0.004249911231884,0.0651913432281009,0.53385,28.75,77.375,0.0,3.0,98806.91,208.45999,287.3,10.0,1.605,-1.3499999,0.0,0.0,266.3,dl,0.0,0.0,0.0,0.0
2018-02-01T18:30:00Z,E2AUK,0,2018-02-01,1.7367826086956522,0.4776086956521739,0.408,0.557,0.0017527035573122,0.0418653025465271,0.5548000000000001,28.625,77.125,0.0,2.65,98743.3,215.14,288.125,10.0,1.3475001,-1.205,0.0,0.0,265.7,dl,0.0,0.0,0.0,0.0
2018-02-01T18:30:00Z,GAC6R,0,2018-02-01,1.8115263157894737,0.4438421052631578,0.395,0.5670000000000001,0.0016973625730994,0.0411990603424327,0.5300999999999999,28.875,77.125,0.0,2.725,98764.1,212.9,285.725,10.0,1.28,-1.51,0.0,0.0,267.025,dl,0.0,0.0,0.0,0.0
2018-02-01T18:30:00Z,GJLB2,0,2018-02-01,1.6465500000000002,0.47375,0.372,0.547,0.0017379868421052,0.0416891693621408,0.528,28.625,77.125,0.0,2.65,98743.3,215.14,288.125,10.0,1.3475001,-1.205,0.0,0.0,265.7,dl,0.0,0.0,0.0,0.0
2018-02-01T18:30:00Z,HANW9,0,2018-02-01,1.6577499999999998,0.4423999999999999,0.385,0.543,0.0022895157894736,0.047848884934486,0.52305,28.625,77.25,0.0,3.15,98741.3,214.70001,289.59998,10.0,1.475,-1.245,0.0,0.0,265.7,dl,0.0,0.0,0.0,0.0
2018-02-01T18:30:00Z,HM74A,0,2018-02-01,1.7011304347826088,0.4664347826086956,0.398,0.611,0.0029403478260869,0.054224974191667,0.5661999999999999,28.75,77.125,0.0,2.7,98832.5,207.26001,287.2,10.0,1.315,-1.25,0.0,0.0,266.3,dl,0.0,0.0,0.0,0.0
2018-02-01T18:30:00Z,KZ9W9,0,2018-02-01,1.7245555555555556,0.5187222222222222,0.408,0.65,0.0038220947712418,0.0618230925402622,0.63045,28.75,77.125,0.0,2.7,98832.5,207.26001,287.2,10.0,1.315,-1.25,0.0,0.0,266.3,dl,0.0,0.0,0.0,0.0
2018-02-01T18:30:00Z,P8JA5,0,2018-02-01,1.680869565217391,0.4211333333333333,0.323,0.485,0.0016191238095238,0.0402383375591463,0.4800999999999999,28.625,77.375,0.0,2.975,98807.7,208.5,287.875,10.0,1.61,-1.3325,0.0,0.0,265.75,dl,0.0,0.0,0.0,0.0
2018-02-01T18:30:00Z,PJNW1,0,2018-02-01,1.7431304347826089,0.4391739130434783,0.333,0.56,0.0028224229249011,0.0531264804490301,0.5037,28.75,77.25,0.0,3.2,98827.7,207.02,289.3,10.0,1.44,-1.28,0.0,0.0,266.3,dl,0.0,0.0,0.0,0.0
2018-02-02T16:00:00Z,1X116,0,2018-02-02,,,,,,,,25.125,121.625,0.0,10.825,100840.7,157.14,285.025,10.0,-3.6275,-6.6825,0.0,0.0,247.9,tp,0.0003325,0.00018,1.0,1.0
2018-02-02T16:00:00Z,90BZ1,0,2018-02-02,,,,,,,,25.125,121.625,0.0,10.825,100840.7,157.14,285.025,10.0,-3.6275,-6.6825,0.0,0.0,247.9,tp,0.0003325,0.00018,1.0,1.0
2018-02-02T16:00:00Z,9Q6TA,0,2018-02-02,,,,,,,,25.125,121.625,0.0,10.825,100840.7,157.14,285.025,10.0,-3.6275,-6.6825,0.0,0.0,247.9,tp,0.0003325,0.00018,1.0,1.0
2018-02-02T16:00:00Z,KW43U,0,2018-02-02,,,,,,,,25.125,121.625,0.0,10.825,100840.7,157.14,285.025,10.0,-3.6275,-6.6825,0.0,0.0,247.9,tp,0.0003325,0.00018,1.0,1.0
2018-02-02T16:00:00Z,VR4WG,0,2018-02-02,,,,,,,,25.125,121.625,0.0,10.825,100840.7,157.14,285.025,10.0,-3.6275,-6.6825,0.0,0.0,247.9,tp,0.0003325,0.00018,1.0,1.0
2018-02-02T16:00:00Z,XJF9O,0,2018-02-02,,,,,,,,25.125,121.625,0.0,10.825,100840.7,157.14,285.025,10.0,-3.6275,-6.6825,0.0,0.0,247.9,tp,0.0003325,0.00018,1.0,1.0
2018-02-02T16:00:00Z,XNLVD,0,2018-02-02,,,,,,,,25.125,121.625,0.0,10.825,100840.7,157.14,285.025,10.0,-3.6275,-6.6825,0.0,0.0,247.9,tp,0.0003325,0.00018,1.0,1.0
2018-02-02T18:30:00Z,1Z2W7,0,2018-02-02,1.4102608695652177,0.6616956521739131,0.5740000000000001,0.724,0.0017861304347826,0.0422626363917658,0.7138,28.625,77.375,0.0,1.6,98965.9,208.5,287.925,10.0,0.3925,-1.1625,0.0,0.0,267.85,dl,0.0,0.0,0.0,0.0
2018-02-02T18:30:00Z,90S79,0,2018-02-02,1.370421052631579,0.5237777777777778,0.446,0.642,0.0038238300653594,0.0618371252999319,0.62925,28.75,77.25,0.0,1.6,98986.3,207.02,289.8,10.0,0.42,-1.23,0.0,0.0,268.9,dl,0.0,0.0,0.0,0.0
2018-02-02T18:30:00Z,A7UCQ,0,2018-02-02,1.396217391304348,0.676608695652174,0.555,0.767,0.004180885375494,0.0646597662808494,0.7591,28.625,77.375,0.0,1.6,98965.9,208.5,287.925,10.0,0.3925,-1.1625,0.0,0.0,267.85,dl,0.0,0.0,0.0,0.0
2018-02-02T18:30:00Z,D7S1G,0,2018-02-02,1.372375,0.3562083333333333,0.281,0.417,0.0009274764492753,0.0304544980138462,0.4066999999999999,28.75,77.375,0.0,1.75,98967.9,208.45999,287.59998,10.0,0.54,-1.29,0.0,0.0,268.7,dl,0.0,0.0,0.0,0.0
2018-02-02T18:30:00Z,E2AUK,0,2018-02-02,1.4033043478260867,0.67275,0.506,0.841,0.0058716710526315,0.0766268298485039,0.7707,28.625,77.125,0.0,1.4,98895.9,215.14,288.375,10.0,0.1675,-1.045,0.0,0.0,268.2,dl,0.0,0.0,0.0,0.0
2018-02-02T18:30:00Z,GJLB2,0,2018-02-02,1.36845,0.4299500000000001,0.32,0.535,0.00537805,0.0733351893704516,0.5255000000000001,28.625,77.125,0.0,1.4,98895.9,215.14,288.375,10.0,0.1675,-1.045,0.0,0.0,268.2,dl,0.0,0.0,0.0,0.0
2018-02-02T18:30:00Z,HANW9,0,2018-02-02,1.3842916666666667,0.5822083333333333,0.47,0.765,0.0075284329710144,0.0867665429241853,0.7528,28.625,77.25,0.0,1.45,98896.7,214.70001,289.95,10.0,0.3,-1.06,0.0,0.0,268.0,dl,0.0,0.0,0.0,0.0
2018-02-02T18:30:00Z,HM74A,0,2018-02-02,1.3539130434782607,0.6353478260869565,0.487,0.975,0.0137380553359683,0.1172094507109745,0.9180999999999996,28.75,77.125,0.0,1.6,98987.9,207.26001,287.59998,10.0,0.255,-1.23,0.0,0.0,269.09998,dl,0.0,0.0,0.0,0.0
2018-02-02T18:30:00Z,KZ9W9,0,2018-02-02,1.3897222222222227,0.5962222222222222,0.494,0.741,0.0061250065359477,0.0782624209691197,0.71295,28.75,77.125,0.0,1.6,98987.9,207.26001,287.59998,10.0,0.255,-1.23,0.0,0.0,269.09998,dl,0.0,0.0,0.0,0.0
2018-02-02T18:30:00Z,P8JA5,0,2018-02-02,1.3917826086956524,0.6246086956521738,0.532,0.6950000000000001,0.0023320671936758,0.0482914815850154,0.6949000000000001,28.625,77.375,0.0,1.6,98965.9,208.5,287.925,10.0,0.3925,-1.1625,0.0,0.0,267.85,dl,0.0,0.0,0.0,0.0
2018-02-02T18:30:00Z,PJNW1,0,2018-02-02,1.3702608695652174,0.4740000000000001,0.342,0.659,0.0092326363636363,0.0960866086592526,0.6508,28.75,77.25,0.0,1.6,98986.3,207.02,289.8,10.0,0.42,-1.23,0.0,0.0,268.9,dl,0.0,0.0,0.0,0.0
2018-02-03T08:00:00Z,3S31A,0,2018-02-03,,,,,,,,33.875,242.0,0.0,5.15,100883.4,59.1,299.3,10.0,3.275,2.2350001,21600.0,0.0,314.25,la,0.0,0.0,0.0,0.0
2018-02-03T08:00:00Z,A2FBI,0,2018-02-03,,,,,,,,34.125,242.0,0.0,3.1000001,95042.59,587.98,298.5,10.0,1.82,1.6750001,21600.0,0.0,309.85,la,0.0,0.0,0.0,0.0
2018-02-03T08:00:00Z,DJN0F,0,2018-02-03,,,,,,,,34.125,242.0,0.0,3.1000001,95042.59,587.98,298.5,10.0,1.82,1.6750001,21600.0,0.0,309.85,la,0.0,0.0,0.0,0.0
2018-02-03T08:00:00Z,E5P9N,0,2018-02-03,,,,,,,,34.125,242.0,0.0,3.1000001,95042.59,587.98,298.5,10.0,1.82,1.6750001,21600.0,0.0,309.85,la,0.0,0.0,0.0,0.0
2018-02-03T08:00:00Z,FRITQ,0,2018-02-03,,,,,,,,33.875,241.875,0.0,5.35,101001.4,48.98,298.5,10.0,3.6325,2.075,21600.0,0.0,314.075,la,0.0,0.0,0.0,0.0
2018-02-03T08:00:00Z,H96P6,0,2018-02-03,,,,,,,,34.25,241.5,0.0,2.5,97196.2,380.3,301.3,10.0,1.29,-0.72,21600.0,0.0,309.3,la,0.0,0.0,0.0,0.0
2018-02-03T08:00:00Z,PG3MI,0,2018-02-03,,,,,,,,34.125,241.875,0.0,3.3500001,96182.59,481.54,299.125,10.0,2.055,1.45,21600.0,0.0,310.125,la,0.0,0.0,0.0,0.0
2018-02-03T08:00:00Z,QJHW4,0,2018-02-03,,,,,,,,34.375,241.5,0.0,3.75,95773.8,510.54,299.55,10.0,-0.61,-1.74,21600.0,0.0,307.84998,la,0.0,0.0,0.0,0.0
2018-02-03T08:00:00Z,WT52R,0,2018-02-03,,,,,,,,34.0,242.0,0.0,5.3,100319.4,106.7,301.0,10.0,2.97,2.91,21600.0,0.0,313.1,la,0.0,0.0,0.0,0.0
2018-02-03T08:00:00Z,X5DKW,0,2018-02-03,,,,,,,,34.125,242.0,0.0,3.1000001,95042.59,587.98,298.5,10.0,1.82,1.6750001,21600.0,0.0,309.85,la,0.0,0.0,0.0,0.0
2018-02-03T08:00:00Z,ZP1FZ,0,2018-02-03,,,,,,,,34.25,242.0,0.0,0.9,89765.8,1069.26,296.0,10.0,0.67,0.44,21600.0,0.0,306.6,la,0.0,0.0,0.0,0.0
2018-02-03T08:00:00Z,ZZ8JF,0,2018-02-03,,,,,,,,33.75,242.0,0.0,5.0,101447.4,11.5,297.6,10.0,3.58,1.56,21600.0,0.0,315.4,la,0.0,0.0,0.0,0.0
2018-02-03T16:00:00Z,1X116,0,2018-02-03,0.3380416666666667,,,,,,,25.125,121.625,0.0,10.875,100811.0,157.14,283.95,10.0,-3.855,-6.85,0.0,0.0,250.5,tp,0.0004625,0.00024811112,1.0,1.0
2018-02-03T16:00:00Z,90BZ1,0,2018-02-03,0.3499583333333333,,,,,,,25.125,121.625,0.0,10.875,100811.0,157.14,283.95,10.0,-3.855,-6.85,0.0,0.0,250.5,tp,0.0004625,0.00024811112,1.0,1.0
2018-02-03T16:00:00Z,9Q6TA,0,2018-02-03,0.351,,,,,,,25.125,121.625,0.0,10.875,100811.0,157.14,283.95,10.0,-3.855,-6.85,0.0,0.0,250.5,tp,0.0004625,0.00024811112,1.0,1.0
2018-02-03T16:00:00Z,KW43U,0,2018-02-03,0.5707083333333335,,,,,,,25.125,121.625,0.0,10.875,100811.0,157.14,283.95,10.0,-3.855,-6.85,0.0,0.0,250.5,tp,0.0004625,0.00024811112,1.0,1.0
2018-02-03T16:00:00Z,VR4WG,0,2018-02-03,0.3253684210526316,,,,,,,25.125,121.625,0.0,10.875,100811.0,157.14,283.95,10.0,-3.855,-6.85,0.0,0.0,250.5,tp,0.0004625,0.00024811112,1.0,1.0
2018-02-03T16:00:00Z,XJF9O,0,2018-02-03,0.30096,,,,,,,25.125,121.625,0.0,10.875,100811.0,157.14,283.95,10.0,-3.855,-6.85,0.0,0.0,250.5,tp,0.0004625,0.00024811112,1.0,1.0
2018-02-03T16:00:00Z,XNLVD,0,2018-02-03,0.3756666666666667,,,,,,,25.125,121.625,0.0,10.875,100811.0,157.14,283.95,10.0,-3.855,-6.85,0.0,0.0,250.5,tp,0.0004625,0.00024811112,1.0,1.0
2018-02-03T18:30:00Z,1Z2W7,0,2018-02-03,1.0584347826086955,0.42925,0.396,0.461,0.0007109166666666,0.0266630205840723,0.4568,28.625,77.375,0.0,4.375,99123.0,208.5,285.475,10.0,1.6925,-2.08,0.0,0.0,272.5,dl,0.0,0.0,0.0,0.0
2018-02-03T18:30:00Z,90S79,0,2018-02-03,0.914157894736842,0.3776315789473685,0.268,0.47,0.0027270233918128,0.0522209095268635,0.4619,28.75,77.25,0.0,5.1,99143.4,207.02,286.9,10.0,1.72,-2.27,0.0,0.0,273.4,dl,0.0,0.0,0.0,0.0
2018-02-03T18:30:00Z,A7UCQ,0,2018-02-03,1.0013478260869564,0.4419375,0.406,0.465,0.0003448625,0.01857047387656,0.46425,28.625,77.375,0.0,4.375,99123.0,208.5,285.475,10.0,1.6925,-2.08,0.0,0.0,272.5,dl,0.0,0.0,0.0,0.0
2018-02-03T18:30:00Z,D7S1G,0,2018-02-03,0.9871249999999998,0.227625,0.153,0.347,0.0018444184782608,0.0429466934496809,0.28285,28.75,77.375,0.0,4.35,99121.0,208.45999,284.8,10.0,1.77,-2.205,0.0,0.0,273.34998,dl,0.0,0.0,0.0,0.0
2018-02-03T18:30:00Z,E2AUK,0,2018-02-03,0.9368695652173912,0.3219565217391304,0.257,0.406,0.0024044071146245,0.0490347541507501,0.3904,28.625,77.125,0.0,4.325,99062.2,215.14,285.775,10.0,1.625,-2.085,0.0,0.0,272.65,dl,0.0,0.0,0.0,0.0
2018-02-03T18:30:00Z,GJLB2,0,2018-02-03,0.93125,0.4763,0.414,0.518,0.0005452736842105,0.0233510959959169,0.5085000000000001,28.625,77.125,0.0,4.325,99062.2,215.14,285.775,10.0,1.625,-2.085,0.0,0.0,272.65,dl,0.0,0.0,0.0,0.0
2018-02-03T18:30:00Z,HANW9,0,2018-02-03,0.971625,0.4272499999999999,0.403,0.462,0.0003665681818181,0.0191459703806879,0.45925,28.625,77.25,0.0,5.1,99057.0,214.70001,287.4,10.0,1.6949999,-2.115,0.0,0.0,272.5,dl,0.0,0.0,0.0,0.0
2018-02-03T18:30:00Z,HM74A,0,2018-02-03,0.8881304347826088,0.2387391304347826,0.17,0.327,0.0012407470355731,0.0352242393185874,0.2951,28.75,77.125,0.0,4.3,99151.4,207.26001,284.75,10.0,1.625,-2.25,0.0,0.0,273.55,dl,0.0,0.0,0.0,0.0
2018-02-03T18:30:00Z,KZ9W9,0,2018-02-03,0.9305,0.2768333333333334,0.199,0.363,0.003279794117647,0.0572694867939905,0.36045,28.75,77.125,0.0,4.3,99151.4,207.26001,284.75,10.0,1.625,-2.25,0.0,0.0,273.55,dl,0.0,0.0,0.0,0.0
2018-02-03T18:30:00Z,P8JA5,0,2018-02-03,1.014478260869565,0.443,0.428,0.463,0.0001945,0.0139463256809813,0.4606,28.625,77.375,0.0,4.375,99123.0,208.5,285.475,10.0,1.6925,-2.08,0.0,0.0,272.5,dl,0.0,0.0,0.0,0.0
2018-02-03T18:30:00Z,PJNW1,0,2018-02-03,0.9396521739130436,0.2696086956521739,0.132,0.376,0.0046250671936758,0.0680078465596131,0.3562999999999999,28.75,77.25,0.0,5.1,99143.4,207.02,286.9,10.0,1.72,-2.27,0.0,0.0,273.4,dl,0.0,0.0,0.0,0.0
2018-02-04T08:00:00Z,3S31A,0,2018-02-04,1.2591052631578947,0.0260526315789473,0.02,0.033,1.7830409356725147e-05,0.0042226069384593,0.033,33.875,242.0,0.0,4.45,100857.91,59.1,299.85,10.0,3.215,1.72,21600.0,0.0,294.9,la,0.0,0.0,0.0,0.0
2018-02-04T08:00:00Z,A2FBI,0,2018-02-04,1.0803043478260872,0.0512608695652174,0.036,0.065,4.9747035573122535e-05,0.0070531578440527,0.0617,34.125,242.0,0.0,3.1,95024.3,587.98,298.5,10.0,2.195,1.815,21600.0,0.0,291.8,la,0.0,0.0,0.0,0.0
2018-02-04T08:00:00Z,DJN0F,0,2018-02-04,0.9651875,0.0469375,0.034,0.061,6.739583333333332e-05,0.0082094965334868,0.06025,34.125,242.0,0.0,3.1,95024.3,587.98,298.5,10.0,2.195,1.815,21600.0,0.0,291.8,la,0.0,0.0,0.0,0.0
2018-02-04T08:00:00Z,E5P9N,0,2018-02-04,1.1243913043478262,0.0509565217391304,0.037,0.085,0.0001354980237154,0.0116403618378216,0.0734999999999999,34.125,242.0,0.0,3.1,95024.3,587.98,298.5,10.0,2.195,1.815,21600.0,0.0,291.8,la,0.0,0.0,0.0,0.0
2018-02-04T08:00:00Z,FRITQ,0,2018-02-04,1.1344782608695654,0.0370434782608695,0.024,0.052,6.858893280632411e-05,0.0082818435632607,0.05,33.875,241.875,0.0,4.6,100979.1,48.98,299.025,10.0,3.395,1.6725,21600.0,0.0,294.525,la,0.0,0.0,0.0,0.0
2018-02-04T08:00:00Z,H96P6,0,2018-02-04,1.0365294117647057,0.0236470588235294,0.014,0.037,4.4117647058823526e-05,0.0066421116415507,0.0346,34.25,241.5,0.0,2.4,97179.5,380.3,301.0,10.0,2.08,0.85,21600.0,0.0,290.8,la,0.0,0.0,0.0,0.0
2018-02-04T08:00:00Z,PG3MI,0,2018-02-04,1.069090909090909,0.0456363636363636,0.022,0.066,0.0001179567099567,0.0108607877226612,0.06095,34.125,241.875,0.0,3.15,96169.9,481.54,299.15,10.0,2.275,1.675,21600.0,0.0,291.875,la,0.0,0.0,0.0,0.0
2018-02-04T08:00:00Z,QJHW4,0,2018-02-04,0.9350000000000002,0.0212941176470588,0.014,0.031,2.5595588235294114e-05,0.005059208261704,0.0278,34.375,241.5,0.0,1.5,95750.7,510.54,300.0,10.0,0.92999995,0.47000003,21600.0,0.0,290.09998,la,0.0,0.0,0.0,0.0
2018-02-04T08:00:00Z,WT52R,0,2018-02-04,0.8874782608695654,0.0649130434782608,0.055,0.081,4.3446640316205545e-05,0.0065914065506692,0.0756999999999999,34.0,242.0,0.0,4.2,100294.7,106.7,301.5,10.0,2.86,2.25,21600.0,0.0,294.3,la,0.0,0.0,0.0,0.0
2018-02-04T08:00:00Z,X5DKW,0,2018-02-04,1.096294117647059,0.0814117647058823,0.067,0.119,0.0002216323529411,0.0148873218861276,0.1109999999999999,34.125,242.0,0.0,3.1,95024.3,587.98,298.5,10.0,2.195,1.815,21600.0,0.0,291.8,la,0.0,0.0,0.0,0.0
2018-02-04T08:00:00Z,ZP1FZ,0,2018-02-04,1.0077826086956525,0.0339130434782608,0.023,0.046,2.6355731225296443e-05,0.005133783324732,0.0417,34.25,242.0,0.0,2.0,89753.9,1069.26,295.5,10.0,1.53,1.38,21600.0,0.0,289.3,la,0.0,0.0,0.0,0.0
2018-02-04T08:00:00Z,ZZ8JF,0,2018-02-04,1.087478260869565,0.0531818181818181,0.022,0.073,0.0002591636363636,0.0160985600711255,0.072,33.75,242.0,0.0,4.7,101421.1,11.5,298.2,10.0,3.57,1.19,21600.0,0.0,295.5,la,0.0,0.0,0.0,0.0
2018-02-04T16:00:00Z,1X116,0,2018-02-04,,,,,,,,25.125,121.625,0.0,9.725,100867.9,157.14,283.3,10.0,-2.8775,-6.435,1032.75,0.0,257.55,tp,0.0006525,0.00034222222,1.0,1.0
2018-02-04T16:00:00Z,90BZ1,0,2018-02-04,,,,,,,,25.125,121.625,0.0,9.725,100867.9,157.14,283.3,10.0,-2.8775,-6.435,1032.75,0.0,257.55,tp,0.0006525,0.00034222222,1.0,1.0
2018-02-04T16:00:00Z,9Q6TA,0,2018-02-04,,,,,,,,25.125,121.625,0.0,9.725,100867.9,157.14,283.3,10.0,-2.8775,-6.435,1032.75,0.0,257.55,tp,0.0006525,0.00034222222,1.0,1.0
2018-02-04T16:00:00Z,KW43U,0,2018-02-04,,,,,,,,25.125,121.625,0.0,9.725,100867.9,157.14,283.3,10.0,-2.8775,-6.435,1032.75,0.0,257.55,tp,0.0006525,0.00034222222,1.0,1.0
2018-02-04T16:00:00Z,VR4WG,0,2018-02-04,,,,,,,,25.125,121.625,0.0,9.725,100867.9,157.14,283.3,10.0,-2.8775,-6.435,1032.75,0.0,257.55,tp,0.0006525,0.00034222222,1.0,1.0
2018-02-04T16:00:00Z,XJF9O,0,2018-02-04,,,,,,,,25.125,121.625,0.0,9.725,100867.9,157.14,283.3,10.0,-2.8775,-6.435,1032.75,0.0,257.55,tp,0.0006525,0.00034222222,1.0,1.0
2018-02-04T16:00:00Z,XNLVD,0,2018-02-04,,,,,,,,25.125,121.625,0.0,9.725,100867.9,157.14,283.3,10.0,-2.8775,-6.435,1032.75,0.0,257.55,tp,0.0006525,0.00034222222,1.0,1.0
2018-02-04T18:30:00Z,1Z2W7,0,2018-02-04,,,,,,,,28.625,77.375,0.0,2.375,99225.91,208.5,284.975,10.0,0.7925,-1.5475,0.0,0.0,266.65,dl,0.0,0.0,0.0,0.0
2018-02-04T18:30:00Z,90S79,0,2018-02-04,,,,,,,,28.75,77.25,0.0,2.2,99246.7,207.02,286.8,10.0,0.73,-1.68,0.0,0.0,267.8,dl,0.0,0.0,0.0,0.0
2018-02-04T18:30:00Z,A7UCQ,0,2018-02-04,,,,,,,,28.625,77.375,0.0,2.375,99225.91,208.5,284.975,10.0,0.7925,-1.5475,0.0,0.0,266.65,dl,0.0,0.0,0.0,0.0
2018-02-04T18:30:00Z,D7S1G,0,2018-02-04,,,,,,,,28.75,77.375,0.0,2.4,99229.91,208.45999,284.34998,10.0,0.71000004,-1.79,0.0,0.0,267.55,dl,0.0,0.0,0.0,0.0
2018-02-04T18:30:00Z,E2AUK,0,2018-02-04,,,,,,,,28.625,77.125,0.0,2.15,99151.1,215.14,285.5,10.0,0.9325,-1.26,0.0,0.0,267.09998,dl,0.0,0.0,0.0,0.0
