granule_id,time_start,time_end,product,location,split,us_url,eu_url,as_url,cksum,granule_size
20180211T194500_maiac_la_0.hdf,2018-02-11T18:00:00.000Z,2018-02-11 19:45:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180211T194500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180211T194500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180211T194500_maiac_la_0.hdf,449684411,11270303
20180212T202500_maiac_la_0.hdf,2018-02-12T17:05:00.000Z,2018-02-12 20:25:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180212T202500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180212T202500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180212T202500_maiac_la_0.hdf,1548402962,10589752
20180213T193000_maiac_la_0.hdf,2018-02-13T17:45:00.000Z,2018-02-13 19:30:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180213T193000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180213T193000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180213T193000_maiac_la_0.hdf,1091564183,10346923
20180214T201500_maiac_la_0.hdf,2018-02-14T18:30:00.000Z,2018-02-14 20:15:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180214T201500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180214T201500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180214T201500_maiac_la_0.hdf,2913663436,9290630
20180215T192000_maiac_la_0.hdf,2018-02-15T17:35:00.000Z,2018-02-15 19:20:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180215T192000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180215T192000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180215T192000_maiac_la_0.hdf,812333283,10780413
20180216T200000_maiac_la_0.hdf,2018-02-16T18:15:00.000Z,2018-02-16 20:00:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180216T200000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180216T200000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180216T200000_maiac_la_0.hdf,2438188261,10580323
20180217T191000_maiac_la_0.hdf,2018-02-17T17:25:00.000Z,2018-02-17 19:10:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180217T191000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180217T191000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180217T191000_maiac_la_0.hdf,1042607323,10681154
20180218T195000_maiac_la_0.hdf,2018-02-18T18:05:00.000Z,2018-02-18 19:50:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180218T195000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180218T195000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180218T195000_maiac_la_0.hdf,2149941816,11850848
20180219T203000_maiac_la_0.hdf,2018-02-19T17:10:00.000Z,2018-02-19 20:30:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180219T203000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180219T203000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180219T203000_maiac_la_0.hdf,3881073844,10652276
20180220T194000_maiac_la_0.hdf,2018-02-20T17:55:00.000Z,2018-02-20 19:40:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180220T194000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180220T194000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180220T194000_maiac_la_0.hdf,3955705319,11960055
20180221T202000_maiac_la_0.hdf,2018-02-21T17:00:00.000Z,2018-02-21 20:20:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180221T202000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180221T202000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180221T202000_maiac_la_0.hdf,486404579,11829744
20180222T192500_maiac_la_0.hdf,2018-02-22T17:40:00.000Z,2018-02-22 19:25:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180222T192500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180222T192500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180222T192500_maiac_la_0.hdf,805864581,11617002
20180223T201000_maiac_la_0.hdf,2018-02-23T18:25:00.000Z,2018-02-23 20:10:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180223T201000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180223T201000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180223T201000_maiac_la_0.hdf,2019722733,11850132
20180224T191500_maiac_la_0.hdf,2018-02-24T17:30:00.000Z,2018-02-24 19:15:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180224T191500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180224T191500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180224T191500_maiac_la_0.hdf,1794851620,10719946
20180225T195500_maiac_la_0.hdf,2018-02-25T18:10:00.000Z,2018-02-25 19:55:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180225T195500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180225T195500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180225T195500_maiac_la_0.hdf,1939472067,12858155
20180226T203500_maiac_la_0.hdf,2018-02-26T17:15:00.000Z,2018-02-26 20:35:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180226T203500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180226T203500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180226T203500_maiac_la_0.hdf,3373763542,10857345
20180227T194500_maiac_la_0.hdf,2018-02-27T18:00:00.000Z,2018-02-27 19:45:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180227T194500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180227T194500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180227T194500_maiac_la_0.hdf,4080598330,10503858
20180228T202500_maiac_la_0.hdf,2018-02-28T17:05:00.000Z,2018-02-28 20:25:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180228T202500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180228T202500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180228T202500_maiac_la_0.hdf,494191550,10891661
20180301T193000_maiac_la_0.hdf,2018-03-01T17:45:00.000Z,2018-03-01 19:30:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180301T193000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180301T193000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180301T193000_maiac_la_0.hdf,652181200,11754701
20180302T201500_maiac_la_0.hdf,2018-03-02T18:30:00.000Z,2018-03-02 20:15:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180302T201500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180302T201500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180302T201500_maiac_la_0.hdf,4156228469,11290089
20180303T192000_maiac_la_0.hdf,2018-03-03T17:35:00.000Z,2018-03-03 19:20:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180303T192000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180303T192000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180303T192000_maiac_la_0.hdf,3663868592,10715202
20180304T200000_maiac_la_0.hdf,2018-03-04T18:15:00.000Z,2018-03-04 20:00:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180304T200000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180304T200000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180304T200000_maiac_la_0.hdf,3037556131,12901824
20180305T191000_maiac_la_0.hdf,2018-03-05T17:25:00.000Z,2018-03-05 19:10:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180305T191000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180305T191000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180305T191000_maiac_la_0.hdf,2648812745,11464357
20180306T195000_maiac_la_0.hdf,2018-03-06T18:05:00.000Z,2018-03-06 19:50:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180306T195000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180306T195000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180306T195000_maiac_la_0.hdf,1264849828,11098790
20180307T203000_maiac_la_0.hdf,2018-03-07T17:10:00.000Z,2018-03-07 20:30:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180307T203000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180307T203000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180307T203000_maiac_la_0.hdf,3391783994,8505105
20180308T194000_maiac_la_0.hdf,2018-03-08T17:55:00.000Z,2018-03-08 19:40:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180308T194000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180308T194000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180308T194000_maiac_la_0.hdf,413585569,8992711
20180309T202000_maiac_la_0.hdf,2018-03-09T17:00:00.000Z,2018-03-09 20:20:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180309T202000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180309T202000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180309T202000_maiac_la_0.hdf,3060404026,10865120
20180310T192500_maiac_la_0.hdf,2018-03-10T17:40:00.000Z,2018-03-10 19:25:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180310T192500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180310T192500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180310T192500_maiac_la_0.hdf,2618191500,7353954
20180311T201000_maiac_la_0.hdf,2018-03-11T18:25:00.000Z,2018-03-11 20:10:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180311T201000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180311T201000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180311T201000_maiac_la_0.hdf,3586177696,10108024
20180312T191500_maiac_la_0.hdf,2018-03-12T17:30:00.000Z,2018-03-12 19:15:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180312T191500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180312T191500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180312T191500_maiac_la_0.hdf,1694795482,10355381
20180313T195500_maiac_la_0.hdf,2018-03-13T18:10:00.000Z,2018-03-13 19:55:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180313T195500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180313T195500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180313T195500_maiac_la_0.hdf,3402953247,9342765
20180314T204000_maiac_la_0.hdf,2018-03-14T17:15:00.000Z,2018-03-14 20:40:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180314T204000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180314T204000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180314T204000_maiac_la_0.hdf,220228194,10276164
20180315T194500_maiac_la_0.hdf,2018-03-15T18:00:00.000Z,2018-03-15 19:45:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180315T194500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180315T194500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180315T194500_maiac_la_0.hdf,3404817426,11344372
20180316T202500_maiac_la_0.hdf,2018-03-16T17:05:00.000Z,2018-03-16 20:25:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180316T202500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180316T202500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180316T202500_maiac_la_0.hdf,1797210355,9753416
20180317T193000_maiac_la_0.hdf,2018-03-17T17:45:00.000Z,2018-03-17 19:30:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180317T193000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180317T193000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180317T193000_maiac_la_0.hdf,59536971,10999138
20180318T201500_maiac_la_0.hdf,2018-03-18T18:30:00.000Z,2018-03-18 20:15:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180318T201500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180318T201500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180318T201500_maiac_la_0.hdf,4062322696,10423867
20180319T192000_maiac_la_0.hdf,2018-03-19T17:35:00.000Z,2018-03-19 19:20:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180319T192000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180319T192000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180319T192000_maiac_la_0.hdf,573230259,11227953
20180320T200000_maiac_la_0.hdf,2018-03-20T18:20:00.000Z,2018-03-20 20:00:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180320T200000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180320T200000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180320T200000_maiac_la_0.hdf,424248743,9813247
20180321T191000_maiac_la_0.hdf,2018-03-21T17:25:00.000Z,2018-03-21 19:10:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180321T191000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180321T191000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180321T191000_maiac_la_0.hdf,581043925,8499164
20180322T195000_maiac_la_0.hdf,2018-03-22T18:05:00.000Z,2018-03-22 19:50:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180322T195000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180322T195000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180322T195000_maiac_la_0.hdf,1682691081,8300013
20180323T203000_maiac_la_0.hdf,2018-03-23T17:10:00.000Z,2018-03-23 20:30:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180323T203000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180323T203000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180323T203000_maiac_la_0.hdf,2426728680,12494528
20180324T194000_maiac_la_0.hdf,2018-03-24T17:55:00.000Z,2018-03-24 19:40:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180324T194000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180324T194000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180324T194000_maiac_la_0.hdf,1170021457,9729622
20180325T202000_maiac_la_0.hdf,2018-03-25T17:00:00.000Z,2018-03-25 20:20:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180325T202000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180325T202000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180325T202000_maiac_la_0.hdf,2397434618,11372160
20180326T192500_maiac_la_0.hdf,2018-03-26T17:40:00.000Z,2018-03-26 19:25:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180326T192500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180326T192500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180326T192500_maiac_la_0.hdf,2497336323,11492610
20180327T201000_maiac_la_0.hdf,2018-03-27T18:25:00.000Z,2018-03-27 20:10:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180327T201000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180327T201000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180327T201000_maiac_la_0.hdf,3797259577,13338441
20180328T191500_maiac_la_0.hdf,2018-03-28T17:30:00.000Z,2018-03-28 19:15:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180328T191500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180328T191500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180328T191500_maiac_la_0.hdf,2099336918,12899781
20180329T195500_maiac_la_0.hdf,2018-03-29T18:10:00.000Z,2018-03-29 19:55:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180329T195500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180329T195500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180329T195500_maiac_la_0.hdf,1449907993,13233172
20180330T204000_maiac_la_0.hdf,2018-03-30T17:20:00.000Z,2018-03-30 20:40:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180330T204000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180330T204000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180330T204000_maiac_la_0.hdf,2874760575,11259601
20180331T194500_maiac_la_0.hdf,2018-03-31T18:00:00.000Z,2018-03-31 19:45:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180331T194500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180331T194500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180331T194500_maiac_la_0.hdf,3512729016,9293990
20180401T202500_maiac_la_0.hdf,2018-04-01T17:05:00.000Z,2018-04-01 20:25:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180401T202500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180401T202500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180401T202500_maiac_la_0.hdf,2783903437,10939165
20180402T193000_maiac_la_0.hdf,2018-04-02T17:45:00.000Z,2018-04-02 19:30:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180402T193000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180402T193000_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180402T193000_maiac_la_0.hdf,2795888865,11583863
20180403T201500_maiac_la_0.hdf,2018-04-03T16:55:00.000Z,2018-04-03 20:15:00+00:00,maiac,la,train,s3://drivendata-competition-airathon-public-us/pm25/train/maiac/2018/20180403T201500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-eu/pm25/train/maiac/2018/20180403T201500_maiac_la_0.hdf,s3://drivendata-competition-airathon-public-as/pm25/train/maiac/2018/20180403T201500_maiac_la_0.hdf,3935610670,12616707
