datetime,grid_id,value
2018-02-03T08:00:00Z,ZZ8JF,6.9
2018-02-03T16:00:00Z,1X116,8.125
2018-02-03T16:00:00Z,90BZ1,8.625
2018-02-03T16:00:00Z,9Q6TA,10.666666666666666
2018-02-03T16:00:00Z,KW43U,9.0
2018-02-03T16:00:00Z,VR4WG,11.875
2018-02-03T16:00:00Z,XJF9O,9.625
2018-02-03T16:00:00Z,XNLVD,41.0
2018-02-03T18:30:00Z,1Z2W7,129.65818181818182
2018-02-03T18:30:00Z,90S79,165.14285714285714
2018-02-03T18:30:00Z,A7UCQ,103.33292307692308
2018-02-03T18:30:00Z,D7S1G,69.67586206896551
2018-02-03T18:30:00Z,E2AUK,144.1642857142857
2018-02-03T18:30:00Z,GJLB2,147.46599999999998
2018-02-03T18:30:00Z,HANW9,156.66666666666666
2018-02-03T18:30:00Z,HM74A,165.875
2018-02-03T18:30:00Z,KZ9W9,93.153125
2018-02-03T18:30:00Z,P8JA5,137.2
2018-02-03T18:30:00Z,PJNW1,81.89666666666666
2018-02-04T08:00:00Z,3S31A,19.844444444444445
2018-02-04T08:00:00Z,A2FBI,15.777777777777779
2018-02-04T08:00:00Z,DJN0F,22.15555555555555
2018-02-04T08:00:00Z,E5P9N,29.700000000000003
2018-02-04T08:00:00Z,FRITQ,31.233333333333334
2018-02-04T08:00:00Z,H96P6,11.733333333333333
2018-02-04T08:00:00Z,PG3MI,32.77777777777778
2018-02-04T08:00:00Z,QJHW4,7.971428571428571
2018-02-04T08:00:00Z,WT52R,7.05
2018-02-04T08:00:00Z,X5DKW,25.88888888888889
2018-02-04T08:00:00Z,ZP1FZ,11.166666666666666
2018-02-04T08:00:00Z,ZZ8JF,15.944444444444445
2018-02-04T16:00:00Z,1X116,13.3
2018-02-04T16:00:00Z,90BZ1,10.9
2018-02-04T16:00:00Z,9Q6TA,11.777777777777779
2018-02-04T16:00:00Z,KW43U,11.7
2018-02-04T16:00:00Z,VR4WG,13.6
2018-02-04T16:00:00Z,XJF9O,14.0
2018-02-04T16:00:00Z,XNLVD,23.0
2018-02-04T18:30:00Z,1Z2W7,162.82684210526315
2018-02-04T18:30:00Z,90S79,148.6315789473684
2018-02-04T18:30:00Z,A7UCQ,132.56292307692308
2018-02-04T18:30:00Z,D7S1G,89.30434782608695
2018-02-04T18:30:00Z,E2AUK,157.25384615384615
2018-02-04T18:30:00Z,GAC6R,189.1764705882353
2018-02-04T18:30:00Z,GJLB2,121.28277777777778
2018-02-04T18:30:00Z,HANW9,170.5
2018-02-04T18:30:00Z,HM74A,187.0
2018-02-04T18:30:00Z,KZ9W9,105.37015625
2018-02-04T18:30:00Z,P8JA5,152.2
2018-02-04T18:30:00Z,PJNW1,104.02277777777778
2018-02-05T08:00:00Z,3S31A,10.6
2018-02-05T08:00:00Z,A2FBI,9.0
2018-02-05T08:00:00Z,DJN0F,8.9
2018-02-05T08:00:00Z,E5P9N,11.3
2018-02-05T08:00:00Z,FRITQ,6.3
2018-02-05T08:00:00Z,H96P6,15.8
2018-02-05T08:00:00Z,PG3MI,24.0
2018-02-05T08:00:00Z,QJHW4,16.0
2018-02-05T08:00:00Z,WT52R,4.6
2018-02-05T08:00:00Z,X5DKW,15.5
2018-02-05T08:00:00Z,ZP1FZ,10.4
2018-02-05T08:00:00Z,ZZ8JF,7.8
2018-02-05T16:00:00Z,1X116,22.0
2018-02-05T16:00:00Z,90BZ1,18.333333333333332
2018-02-05T16:00:00Z,9Q6TA,24.166666666666668
2018-02-05T16:00:00Z,KW43U,21.5
2018-02-05T16:00:00Z,VR4WG,27.333333333333332
2018-02-05T16:00:00Z,XJF9O,19.77777777777778
2018-02-05T16:00:00Z,XNLVD,22.846153846153847
2018-02-05T18:30:00Z,1Z2W7,148.21470588235294
2018-02-05T18:30:00Z,90S79,133.71428571428572
2018-02-05T18:30:00Z,A7UCQ,95.16527272727274
2018-02-05T18:30:00Z,D7S1G,94.55
2018-02-05T18:30:00Z,E2AUK,147.73333333333332
2018-02-05T18:30:00Z,GAC6R,148.7941176470588
2018-02-05T18:30:00Z,GJLB2,118.560625
2018-02-05T18:30:00Z,HANW9,159.35714285714286
2018-02-05T18:30:00Z,HM74A,137.3
2018-02-05T18:30:00Z,KZ9W9,90.98461538461538
2018-02-05T18:30:00Z,P8JA5,115.3076923076923
2018-02-05T18:30:00Z,PJNW1,81.161875
2018-02-06T08:00:00Z,3S31A,20.3
2018-02-06T08:00:00Z,A2FBI,6.0
2018-02-06T08:00:00Z,DJN0F,22.1
2018-02-06T08:00:00Z,E5P9N,17.9
2018-02-06T08:00:00Z,FRITQ,10.4
2018-02-06T08:00:00Z,H96P6,13.4
2018-02-06T08:00:00Z,PG3MI,34.0
2018-02-06T08:00:00Z,WT52R,0.5
2018-02-06T08:00:00Z,X5DKW,18.0
2018-02-06T08:00:00Z,ZP1FZ,27.0
2018-02-06T08:00:00Z,ZZ8JF,3.4
2018-02-06T16:00:00Z,1X116,18.3125
2018-02-06T16:00:00Z,90BZ1,16.2
2018-02-06T16:00:00Z,9Q6TA,18.625
2018-02-06T16:00:00Z,KW43U,20.5625
2018-02-06T16:00:00Z,VR4WG,22.0
2018-02-06T16:00:00Z,XJF9O,52.0
2018-02-06T16:00:00Z,XNLVD,15.3125
2018-02-06T18:30:00Z,1Z2W7,125.1842105263158
2018-02-06T18:30:00Z,90S79,121.94736842105263
2018-02-06T18:30:00Z,A7UCQ,93.31557142857143
2018-02-06T18:30:00Z,D7S1G,86.37555555555556
2018-02-06T18:30:00Z,E2AUK,126.92352941176469
2018-02-06T18:30:00Z,GAC6R,173.95744680851064
2018-02-06T18:30:00Z,GJLB2,109.90285714285713
2018-02-06T18:30:00Z,HANW9,132.64285714285714
2018-02-06T18:30:00Z,HM74A,107.11111111111111
2018-02-06T18:30:00Z,KZ9W9,83.77449275362318
2018-02-06T18:30:00Z,P8JA5,122.27027027027027
2018-02-06T18:30:00Z,PJNW1,83.2295
2018-02-07T08:00:00Z,3S31A,21.6
2018-02-07T08:00:00Z,A2FBI,8.0
2018-02-07T08:00:00Z,DJN0F,7.9
2018-02-07T08:00:00Z,E5P9N,6.8
2018-02-07T08:00:00Z,FRITQ,33.8
2018-02-07T08:00:00Z,H96P6,23.4
2018-02-07T08:00:00Z,PG3MI,29.0
2018-02-07T08:00:00Z,X5DKW,16.8
2018-02-07T16:00:00Z,1X116,14.333333333333334
2018-02-07T16:00:00Z,90BZ1,12.352941176470589
2018-02-07T16:00:00Z,9Q6TA,17.1875
2018-02-07T16:00:00Z,KW43U,15.823529411764707
2018-02-07T16:00:00Z,VR4WG,18.529411764705884
2018-02-07T16:00:00Z,XJF9O,19.11111111111111
2018-02-07T16:00:00Z,XNLVD,14.6875
2018-02-07T18:30:00Z,1Z2W7,167.52611111111113
2018-02-07T18:30:00Z,90S79,220.36363636363637
2018-02-07T18:30:00Z,A7UCQ,156.44432432432433
2018-02-07T18:30:00Z,D7S1G,120.85428571428571
2018-02-07T18:30:00Z,E2AUK,213.62666666666667
2018-02-07T18:30:00Z,GAC6R,252.4468085106383
2018-02-07T18:30:00Z,GJLB2,131.686
2018-02-07T18:30:00Z,HANW9,202.06666666666666
2018-02-07T18:30:00Z,HM74A,206.75
2018-02-07T18:30:00Z,KZ9W9,89.42179104477613
2018-02-07T18:30:00Z,P8JA5,187.0625
2018-02-07T18:30:00Z,PJNW1,125.02047619047619
2018-02-08T08:00:00Z,3S31A,7.3
2018-02-08T08:00:00Z,A2FBI,7.0
2018-02-08T08:00:00Z,DJN0F,12.6
2018-02-08T08:00:00Z,E5P9N,12.3
2018-02-08T08:00:00Z,FRITQ,7.9
2018-02-08T08:00:00Z,H96P6,8.5
2018-02-08T08:00:00Z,PG3MI,10.0
2018-02-08T08:00:00Z,WT52R,2.1
2018-02-08T08:00:00Z,X5DKW,27.8
2018-02-08T08:00:00Z,ZP1FZ,5.4
2018-02-08T08:00:00Z,ZZ8JF,3.2
2018-02-08T16:00:00Z,1X116,24.444444444444443
2018-02-08T16:00:00Z,90BZ1,20.9
2018-02-08T16:00:00Z,9Q6TA,19.1
2018-02-08T16:00:00Z,KW43U,17.4
2018-02-08T16:00:00Z,VR4WG,25.0
2018-02-08T16:00:00Z,XJF9O,21.4
2018-02-08T16:00:00Z,XNLVD,19.0
2018-02-08T18:30:00Z,1Z2W7,161.50416666666666
2018-02-08T18:30:00Z,90S79,118.71428571428571
2018-02-08T18:30:00Z,A7UCQ,84.63818181818182
2018-02-08T18:30:00Z,D7S1G,124.01333333333334
2018-02-08T18:30:00Z,E2AUK,169.12962962962962
2018-02-08T18:30:00Z,GAC6R,209.2
2018-02-08T18:30:00Z,GJLB2,110.0409090909091
2018-02-08T18:30:00Z,HANW9,182.625
2018-02-08T18:30:00Z,HM74A,104.2
2018-02-08T18:30:00Z,KZ9W9,111.8546875
2018-02-08T18:30:00Z,P8JA5,213.0
2018-02-08T18:30:00Z,PJNW1,103.751
2018-02-09T08:00:00Z,3S31A,18.8
2018-02-09T08:00:00Z,A2FBI,7.0
2018-02-09T08:00:00Z,DJN0F,11.4
2018-02-09T08:00:00Z,E5P9N,22.3
2018-02-09T08:00:00Z,FRITQ,19.5
2018-02-09T08:00:00Z,H96P6,12.1
2018-02-09T08:00:00Z,PG3MI,16.0
2018-02-09T08:00:00Z,QJHW4,0.7
2018-02-09T08:00:00Z,WT52R,0.9
2018-02-09T08:00:00Z,X5DKW,15.1
2018-02-09T08:00:00Z,ZZ8JF,5.3
2018-02-09T16:00:00Z,1X116,21.9375
2018-02-09T16:00:00Z,90BZ1,16.3125
2018-02-09T16:00:00Z,9Q6TA,17.583333333333332
2018-02-09T16:00:00Z,KW43U,14.125
2018-02-09T16:00:00Z,VR4WG,21.5625
2018-02-09T16:00:00Z,XJF9O,18.0
2018-02-09T16:00:00Z,XNLVD,18.1875
2018-02-09T18:30:00Z,1Z2W7,187.53692307692307
2018-02-09T18:30:00Z,90S79,180.64705882352942
2018-02-09T18:30:00Z,A7UCQ,160.4521052631579
2018-02-09T18:30:00Z,D7S1G,187.70714285714286
2018-02-09T18:30:00Z,E2AUK,225.2148936170213
2018-02-09T18:30:00Z,GAC6R,169.09615384615384
2018-02-09T18:30:00Z,GJLB2,133.07545454545453
2018-02-09T18:30:00Z,HANW9,237.13333333333333
2018-02-09T18:30:00Z,HM74A,193.23076923076923
2018-02-09T18:30:00Z,KZ9W9,149.82
2018-02-09T18:30:00Z,PJNW1,106.09153846153846
2018-02-10T08:00:00Z,3S31A,12.875
2018-02-10T08:00:00Z,A2FBI,29.0
2018-02-10T08:00:00Z,DJN0F,26.675
2018-02-10T08:00:00Z,E5P9N,30.975
2018-02-10T08:00:00Z,FRITQ,10.15
2018-02-10T08:00:00Z,H96P6,28.549999999999997
2018-02-10T08:00:00Z,PG3MI,19.5
2018-02-10T08:00:00Z,QJHW4,19.75
2018-02-10T08:00:00Z,WT52R,15.85
2018-02-10T08:00:00Z,X5DKW,25.775
2018-02-10T08:00:00Z,ZP1FZ,22.3
2018-02-10T08:00:00Z,ZZ8JF,14.100000000000001
2018-02-10T16:00:00Z,1X116,22.6
2018-02-10T16:00:00Z,90BZ1,16.4
2018-02-10T16:00:00Z,9Q6TA,19.4
2018-02-10T16:00:00Z,KW43U,17.0
2018-02-10T16:00:00Z,VR4WG,20.1
2018-02-10T16:00:00Z,XJF9O,17.55
2018-02-10T16:00:00Z,XNLVD,16.0
2018-02-10T18:30:00Z,1Z2W7,99.44999999999999
2018-02-10T18:30:00Z,90S79,111.07692307692308
2018-02-10T18:30:00Z,A7UCQ,129.87166666666667
2018-02-10T18:30:00Z,D7S1G,165.75806451612902
2018-02-10T18:30:00Z,E2AUK,141.48499999999999
2018-02-10T18:30:00Z,GAC6R,136.0
2018-02-10T18:30:00Z,HANW9,174.23076923076923
2018-02-10T18:30:00Z,HM74A,138.6153846153846
2018-02-10T18:30:00Z,KZ9W9,95.26121951219513
2018-02-10T18:30:00Z,PJNW1,43.239999999999995
2018-02-11T08:00:00Z,3S31A,18.1
2018-02-11T08:00:00Z,A2FBI,21.0
2018-02-11T08:00:00Z,DJN0F,14.1
2018-02-11T08:00:00Z,E5P9N,22.1
2018-02-11T08:00:00Z,FRITQ,33.4
2018-02-11T08:00:00Z,H96P6,25.6
2018-02-11T08:00:00Z,PG3MI,24.0
2018-02-11T08:00:00Z,QJHW4,9.4
2018-02-11T08:00:00Z,WT52R,17.0
2018-02-11T08:00:00Z,X5DKW,20.9
2018-02-11T08:00:00Z,ZP1FZ,9.6
2018-02-11T08:00:00Z,ZZ8JF,7.2
2018-02-11T16:00:00Z,1X116,19.5
2018-02-11T16:00:00Z,90BZ1,15.5
2018-02-11T16:00:00Z,9Q6TA,26.5
2018-02-11T16:00:00Z,KW43U,20.5
2018-02-11T16:00:00Z,VR4WG,26.5
2018-02-11T16:00:00Z,XJF9O,20.5
2018-02-11T16:00:00Z,XNLVD,16.5
2018-02-11T18:30:00Z,1Z2W7,62.038333333333334
2018-02-11T18:30:00Z,90S79,114.42857142857143
2018-02-11T18:30:00Z,A7UCQ,64.56263157894738
2018-02-11T18:30:00Z,D7S1G,64.02000000000001
2018-02-11T18:30:00Z,E2AUK,71.17142857142856
2018-02-11T18:30:00Z,GAC6R,74.45454545454545
2018-02-11T18:30:00Z,GJLB2,67.16666666666667
2018-02-11T18:30:00Z,HANW9,74.6
2018-02-11T18:30:00Z,HM74A,66.33333333333333
2018-02-11T18:30:00Z,KZ9W9,77.52894736842104
2018-02-11T18:30:00Z,PJNW1,58.415
2018-02-12T16:00:00Z,1X116,18.4
2018-02-12T16:00:00Z,90BZ1,16.8
2018-02-12T16:00:00Z,9Q6TA,19.2
2018-02-12T16:00:00Z,KW43U,21.6
2018-02-12T16:00:00Z,VR4WG,27.4
2018-02-12T16:00:00Z,XJF9O,19.2
2018-02-12T16:00:00Z,XNLVD,18.5
2018-02-12T18:30:00Z,1Z2W7,101.66111111111111
2018-02-12T18:30:00Z,90S79,103.18181818181819
2018-02-12T18:30:00Z,A7UCQ,94.94769230769231
2018-02-12T18:30:00Z,D7S1G,112.51333333333334
2018-02-12T18:30:00Z,E2AUK,112.96875
2018-02-12T18:30:00Z,GAC6R,136.88235294117646
2018-02-12T18:30:00Z,GJLB2,66.05375
2018-02-12T18:30:00Z,HANW9,112.42857142857143
2018-02-12T18:30:00Z,HM74A,134.0
2018-02-12T18:30:00Z,KZ9W9,86.48863636363636
2018-02-12T18:30:00Z,P8JA5,90.5
2018-02-12T18:30:00Z,PJNW1,55.537777777777784
2018-02-13T08:00:00Z,3S31A,5.3
2018-02-13T08:00:00Z,A2FBI,4.416666666666667
2018-02-13T08:00:00Z,DJN0F,9.75
2018-02-13T08:00:00Z,E5P9N,6.375
2018-02-13T08:00:00Z,FRITQ,5.033333333333333
2018-02-13T08:00:00Z,H96P6,12.833333333333334
2018-02-13T08:00:00Z,PG3MI,7.916666666666667
2018-02-13T08:00:00Z,QJHW4,6.9
2018-02-13T08:00:00Z,WT52R,5.036363636363637
2018-02-13T08:00:00Z,X5DKW,9.281818181818181
2018-02-13T08:00:00Z,ZP1FZ,5.736363636363636
2018-02-13T08:00:00Z,ZZ8JF,3.5545454545454547
2018-02-13T16:00:00Z,1X116,20.307692307692307
2018-02-13T16:00:00Z,90BZ1,13.333333333333334
2018-02-13T16:00:00Z,9Q6TA,20.166666666666668
2018-02-13T16:00:00Z,KW43U,13.88888888888889
2018-02-13T16:00:00Z,VR4WG,23.307692307692307
2018-02-13T16:00:00Z,XJF9O,17.53846153846154
2018-02-13T16:00:00Z,XNLVD,19.692307692307693
2018-02-13T18:30:00Z,1Z2W7,101.114
2018-02-13T18:30:00Z,90S79,66.0
2018-02-13T18:30:00Z,A7UCQ,58.39626865671642
2018-02-13T18:30:00Z,D7S1G,52.4
2018-02-13T18:30:00Z,E2AUK,81.595
2018-02-13T18:30:00Z,GAC6R,92.91379310344827
2018-02-13T18:30:00Z,GJLB2,51.46411764705882
2018-02-13T18:30:00Z,HANW9,60.4
2018-02-13T18:30:00Z,HM74A,74.38461538461539
2018-02-13T18:30:00Z,KZ9W9,60.44460317460318
2018-02-13T18:30:00Z,P8JA5,76.4375
2018-02-13T18:30:00Z,PJNW1,40.12
2018-02-14T08:00:00Z,3S31A,5.418181818181818
2018-02-14T08:00:00Z,A2FBI,10.5
2018-02-14T08:00:00Z,DJN0F,12.144444444444444
2018-02-14T08:00:00Z,E5P9N,8.5
2018-02-14T08:00:00Z,FRITQ,12.141666666666666
2018-02-14T08:00:00Z,H96P6,14.080000000000002
2018-02-14T08:00:00Z,PG3MI,9.846153846153847
2018-02-14T08:00:00Z,QJHW4,7.5200000000000005
2018-02-14T08:00:00Z,WT52R,17.37272727272727
2018-02-14T08:00:00Z,X5DKW,11.176923076923078
2018-02-14T08:00:00Z,ZP1FZ,6.800000000000001
2018-02-14T08:00:00Z,ZZ8JF,5.966666666666667
2018-02-14T16:00:00Z,1X116,31.76923076923077
2018-02-14T16:00:00Z,90BZ1,21.53846153846154
2018-02-14T16:00:00Z,9Q6TA,28.153846153846153
2018-02-14T16:00:00Z,KW43U,26.0
2018-02-14T16:00:00Z,VR4WG,29.692307692307693
2018-02-14T16:00:00Z,XJF9O,26.923076923076923
2018-02-14T16:00:00Z,XNLVD,27.23076923076923
2018-02-14T18:30:00Z,1Z2W7,83.99352941176471
2018-02-14T18:30:00Z,90S79,80.6470588235294
2018-02-14T18:30:00Z,A7UCQ,68.81722222222223
2018-02-14T18:30:00Z,D7S1G,72.00909090909092
2018-02-14T18:30:00Z,E2AUK,94.57435897435897
2018-02-14T18:30:00Z,GAC6R,131.20967741935485
2018-02-14T18:30:00Z,GJLB2,81.2969230769231
2018-02-14T18:30:00Z,HANW9,91.94444444444444
2018-02-14T18:30:00Z,HM74A,86.47368421052632
2018-02-14T18:30:00Z,KZ9W9,69.32760563380282
2018-02-14T18:30:00Z,P8JA5,79.61290322580645
2018-02-14T18:30:00Z,PJNW1,58.935625
2018-02-15T08:00:00Z,3S31A,8.772727272727273
2018-02-15T08:00:00Z,A2FBI,3.2222222222222223
2018-02-15T08:00:00Z,DJN0F,10.9
2018-02-15T08:00:00Z,E5P9N,6.180000000000001
2018-02-15T08:00:00Z,FRITQ,15.963636363636363
2018-02-15T08:00:00Z,H96P6,7.83
2018-02-15T08:00:00Z,PG3MI,15.7
2018-02-15T08:00:00Z,QJHW4,7.210000000000001
2018-02-15T08:00:00Z,WT52R,23.857142857142858
2018-02-15T08:00:00Z,X5DKW,7.090000000000001
2018-02-15T08:00:00Z,ZP1FZ,5.637499999999999
2018-02-15T08:00:00Z,ZZ8JF,2.7142857142857144
2018-02-15T16:00:00Z,1X116,42.833333333333336
2018-02-15T16:00:00Z,90BZ1,33.666666666666664
2018-02-15T16:00:00Z,9Q6TA,44.833333333333336
2018-02-15T16:00:00Z,KW43U,39.5
2018-02-15T16:00:00Z,VR4WG,42.0
2018-02-15T16:00:00Z,XJF9O,35.833333333333336
2018-02-15T16:00:00Z,XNLVD,36.0
2018-02-15T18:30:00Z,1Z2W7,126.66333333333334
2018-02-15T18:30:00Z,90S79,131.83333333333334
2018-02-15T18:30:00Z,A7UCQ,110.18136363636364
2018-02-15T18:30:00Z,D7S1G,93.525
2018-02-15T18:30:00Z,E2AUK,118.67358490566038
2018-02-15T18:30:00Z,GAC6R,166.44
2018-02-15T18:30:00Z,GJLB2,67.91
2018-02-15T18:30:00Z,HANW9,150.76470588235293
2018-02-15T18:30:00Z,HM74A,139.93333333333334
2018-02-15T18:30:00Z,KZ9W9,81.84722222222223
2018-02-15T18:30:00Z,P8JA5,127.1
2018-02-15T18:30:00Z,PJNW1,66.96
2018-02-16T08:00:00Z,3S31A,5.4818181818181815
2018-02-16T08:00:00Z,A2FBI,4.625
2018-02-16T08:00:00Z,DJN0F,7.7
2018-02-16T08:00:00Z,E5P9N,6.4
2018-02-16T08:00:00Z,FRITQ,15.0
2018-02-16T08:00:00Z,H96P6,10.363636363636363
2018-02-16T08:00:00Z,PG3MI,9.363636363636363
2018-02-16T08:00:00Z,QJHW4,3.8666666666666663
2018-02-16T08:00:00Z,WT52R,13.366666666666667
2018-02-16T08:00:00Z,X5DKW,8.454545454545455
2018-02-16T08:00:00Z,ZP1FZ,6.811111111111111
2018-02-16T08:00:00Z,ZZ8JF,2.625
2018-02-16T16:00:00Z,1X116,18.846153846153847
2018-02-16T16:00:00Z,90BZ1,13.461538461538462
2018-02-16T16:00:00Z,9Q6TA,19.0
2018-02-16T16:00:00Z,KW43U,20.166666666666668
2018-02-16T16:00:00Z,VR4WG,15.846153846153847
2018-02-16T16:00:00Z,XJF9O,14.461538461538462
2018-02-16T16:00:00Z,XNLVD,13.583333333333334
2018-02-16T18:30:00Z,1Z2W7,117.41363636363636
2018-02-16T18:30:00Z,90S79,145.1904761904762
2018-02-16T18:30:00Z,A7UCQ,115.96348837209302
2018-02-16T18:30:00Z,D7S1G,79.44166666666666
2018-02-16T18:30:00Z,E2AUK,133.37377049180327
2018-02-16T18:30:00Z,GAC6R,154.57575757575756
2018-02-16T18:30:00Z,GJLB2,89.96571428571428
2018-02-16T18:30:00Z,HANW9,130.8
2018-02-16T18:30:00Z,HM74A,137.94736842105263
2018-02-16T18:30:00Z,KZ9W9,91.07279069767442
2018-02-16T18:30:00Z,P8JA5,113.9047619047619
2018-02-16T18:30:00Z,PJNW1,65.553
2018-02-17T08:00:00Z,3S31A,8.85
2018-02-17T08:00:00Z,A2FBI,10.263157894736842
2018-02-17T08:00:00Z,DJN0F,10.784210526315789
2018-02-17T08:00:00Z,E5P9N,13.173684210526316
2018-02-17T08:00:00Z,FRITQ,13.430000000000001
2018-02-17T08:00:00Z,H96P6,12.394736842105264
2018-02-17T08:00:00Z,PG3MI,11.75
2018-02-17T08:00:00Z,QJHW4,4.872222222222223
2018-02-17T08:00:00Z,WT52R,4.161538461538462
2018-02-17T08:00:00Z,X5DKW,12.02
2018-02-17T08:00:00Z,ZP1FZ,7.523529411764706
2018-02-17T08:00:00Z,ZZ8JF,7.375
2018-02-17T16:00:00Z,1X116,31.133333333333333
2018-02-17T16:00:00Z,90BZ1,19.333333333333332
2018-02-17T16:00:00Z,9Q6TA,26.466666666666665
2018-02-17T16:00:00Z,KW43U,23.866666666666667
2018-02-17T16:00:00Z,VR4WG,26.8
2018-02-17T16:00:00Z,XJF9O,26.866666666666667
2018-02-17T16:00:00Z,XNLVD,25.6
2018-02-17T18:30:00Z,1Z2W7,122.91578947368421
2018-02-17T18:30:00Z,90S79,138.7058823529412
2018-02-17T18:30:00Z,A7UCQ,109.59025
2018-02-17T18:30:00Z,D7S1G,80.4265306122449
2018-02-17T18:30:00Z,E2AUK,153.66229508196722
2018-02-17T18:30:00Z,GAC6R,192.96825396825398
2018-02-17T18:30:00Z,GJLB2,94.495
2018-02-17T18:30:00Z,HANW9,149.76470588235293
2018-02-17T18:30:00Z,HM74A,170.52941176470588
2018-02-17T18:30:00Z,KZ9W9,101.93013333333333
2018-02-17T18:30:00Z,P8JA5,130.31578947368422
2018-02-17T18:30:00Z,PJNW1,95.23727272727272
2018-02-18T08:00:00Z,3S31A,8.51
2018-02-18T08:00:00Z,A2FBI,9.526315789473685
2018-02-18T08:00:00Z,DJN0F,11.694736842105263
2018-02-18T08:00:00Z,E5P9N,11.278947368421052
2018-02-18T08:00:00Z,FRITQ,13.836842105263157
2018-02-18T08:00:00Z,H96P6,13.073684210526316
2018-02-18T08:00:00Z,PG3MI,12.1
2018-02-18T08:00:00Z,QJHW4,5.121052631578947
2018-02-18T08:00:00Z,WT52R,5.044444444444444
2018-02-18T08:00:00Z,X5DKW,12.7125
2018-02-18T08:00:00Z,ZP1FZ,7.9263157894736835
2018-02-18T08:00:00Z,ZZ8JF,7.336842105263158
2018-02-18T16:00:00Z,1X116,27.63157894736842
2018-02-18T16:00:00Z,90BZ1,16.05263157894737
2018-02-18T16:00:00Z,9Q6TA,25.11111111111111
2018-02-18T16:00:00Z,KW43U,23.05263157894737
2018-02-18T16:00:00Z,VR4WG,31.842105263157894
2018-02-18T16:00:00Z,XJF9O,23.333333333333332
2018-02-18T16:00:00Z,XNLVD,28.736842105263158
2018-02-18T18:30:00Z,1Z2W7,162.39863636363637
2018-02-18T18:30:00Z,90S79,156.2
2018-02-18T18:30:00Z,A7UCQ,138.1062195121951
2018-02-18T18:30:00Z,D7S1G,137.55862068965516
2018-02-18T18:30:00Z,E2AUK,167.38852459016394
2018-02-18T18:30:00Z,GAC6R,217.9206349206349
2018-02-18T18:30:00Z,GJLB2,118.43238095238095
