datetime,grid_id,value,date,Column_WV,Optical_Depth_055_avg,Optical_Depth_055_min,Optical_Depth_055_max,Optical_Depth_055_var,Optical_Depth_055_std,Optical_Depth_055_p95
2018-02-03T18:30:00Z,HANW9,156.66666666666666,2018-02-03,0.971625,0.4272500000000001,0.403,0.462,0.0003665681818181,0.0191459703806879,0.45925
2018-02-03T18:30:00Z,HM74A,165.875,2018-02-03,0.8881304347826088,0.2387391304347826,0.17,0.327,0.0012407470355731,0.0352242393185874,0.2951
2018-02-03T18:30:00Z,KZ9W9,93.153125,2018-02-03,0.9305,0.2768333333333334,0.199,0.363,0.003279794117647,0.0572694867939905,0.36045
2018-02-03T18:30:00Z,P8JA5,137.2,2018-02-03,1.014478260869565,0.4429999999999999,0.428,0.463,0.0001945,0.0139463256809813,0.4606
2018-02-03T18:30:00Z,PJNW1,81.89666666666666,2018-02-03,0.9396521739130436,0.2696086956521739,0.132,0.376,0.0046250671936758,0.0680078465596131,0.3562999999999999
2018-02-04T08:00:00Z,3S31A,19.844444444444445,2018-02-04,1.2591052631578947,0.0260526315789473,0.02,0.033,1.7830409356725147e-05,0.0042226069384593,0.033
2018-02-04T08:00:00Z,A2FBI,15.77777777777778,2018-02-04,1.0803043478260872,0.0512608695652173,0.036,0.065,4.974703557312252e-05,0.0070531578440527,0.0617
2018-02-04T08:00:00Z,DJN0F,22.15555555555555,2018-02-04,0.9651875,0.0469375,0.034,0.061,6.739583333333333e-05,0.0082094965334868,0.06025
2018-02-04T08:00:00Z,E5P9N,29.700000000000003,2018-02-04,1.124391304347826,0.0509565217391304,0.037,0.085,0.0001354980237154,0.0116403618378216,0.0734999999999999
2018-02-04T08:00:00Z,FRITQ,31.23333333333333,2018-02-04,1.1344782608695652,0.0370434782608695,0.024,0.052,6.858893280632411e-05,0.0082818435632607,0.05
2018-02-04T08:00:00Z,H96P6,11.733333333333333,2018-02-04,1.0365294117647057,0.0236470588235294,0.014,0.037,4.411764705882353e-05,0.0066421116415507,0.0346
2018-02-04T08:00:00Z,PG3MI,32.77777777777778,2018-02-04,1.069090909090909,0.0456363636363636,0.022,0.066,0.0001179567099567,0.0108607877226612,0.06095
2018-02-04T08:00:00Z,QJHW4,7.971428571428571,2018-02-04,0.935,0.0212941176470588,0.014,0.031,2.559558823529412e-05,0.005059208261704,0.0278
2018-02-04T08:00:00Z,WT52R,7.05,2018-02-04,0.8874782608695654,0.0649130434782608,0.055,0.081,4.3446640316205545e-05,0.0065914065506692,0.0756999999999999
2018-02-04T08:00:00Z,X5DKW,25.88888888888889,2018-02-04,1.0962941176470589,0.0814117647058823,0.067,0.119,0.0002216323529411,0.0148873218861276,0.1109999999999999
2018-02-04T08:00:00Z,ZP1FZ,11.166666666666666,2018-02-04,1.0077826086956525,0.0339130434782608,0.023,0.046,2.6355731225296443e-05,0.005133783324732,0.0417
2018-02-04T08:00:00Z,ZZ8JF,15.944444444444445,2018-02-04,1.087478260869565,0.0531818181818181,0.022,0.073,0.0002591636363636,0.0160985600711255,0.072
2018-02-04T16:00:00Z,1X116,13.3,2018-02-04,,,,,,,
2018-02-04T16:00:00Z,90BZ1,10.9,2018-02-04,,,,,,,
2018-02-04T16:00:00Z,9Q6TA,11.77777777777778,2018-02-04,,,,,,,
2018-02-04T16:00:00Z,KW43U,11.7,2018-02-04,,,,,,,
2018-02-04T16:00:00Z,VR4WG,13.6,2018-02-04,,,,,,,
2018-02-04T16:00:00Z,XJF9O,14.0,2018-02-04,,,,,,,
2018-02-04T16:00:00Z,XNLVD,23.0,2018-02-04,,,,,,,
2018-02-04T18:30:00Z,1Z2W7,162.82684210526315,2018-02-04,,,,,,,
2018-02-04T18:30:00Z,90S79,148.6315789473684,2018-02-04,,,,,,,
2018-02-04T18:30:00Z,A7UCQ,132.56292307692308,2018-02-04,,,,,,,
2018-02-04T18:30:00Z,D7S1G,89.30434782608695,2018-02-04,,,,,,,
2018-02-04T18:30:00Z,E2AUK,157.25384615384615,2018-02-04,,,,,,,
2018-02-04T18:30:00Z,GAC6R,189.1764705882353,2018-02-04,,,,,,,
2018-02-04T18:30:00Z,GJLB2,121.28277777777778,2018-02-04,,,,,,,
2018-02-04T18:30:00Z,HANW9,170.5,2018-02-04,,,,,,,
2018-02-04T18:30:00Z,HM74A,187.0,2018-02-04,,,,,,,
2018-02-04T18:30:00Z,KZ9W9,105.37015625,2018-02-04,,,,,,,
2018-02-04T18:30:00Z,P8JA5,152.2,2018-02-04,,,,,,,
2018-02-04T18:30:00Z,PJNW1,104.02277777777778,2018-02-04,,,,,,,
2018-02-05T08:00:00Z,3S31A,10.6,2018-02-05,,,,,,,
2018-02-05T08:00:00Z,A2FBI,9.0,2018-02-05,,,,,,,
2018-02-05T08:00:00Z,DJN0F,8.9,2018-02-05,,,,,,,
2018-02-05T08:00:00Z,E5P9N,11.3,2018-02-05,,,,,,,
2018-02-05T08:00:00Z,FRITQ,6.3,2018-02-05,,,,,,,
2018-02-05T08:00:00Z,H96P6,15.8,2018-02-05,,,,,,,
2018-02-05T08:00:00Z,PG3MI,24.0,2018-02-05,,,,,,,
2018-02-05T08:00:00Z,QJHW4,16.0,2018-02-05,,,,,,,
2018-02-05T08:00:00Z,WT52R,4.6,2018-02-05,,,,,,,
2018-02-05T08:00:00Z,X5DKW,15.5,2018-02-05,,,,,,,
2018-02-05T08:00:00Z,ZP1FZ,10.4,2018-02-05,,,,,,,
2018-02-05T08:00:00Z,ZZ8JF,7.8,2018-02-05,,,,,,,
2018-02-05T16:00:00Z,1X116,22.0,2018-02-05,0.7812916666666667,,,,,,
2018-02-05T16:00:00Z,90BZ1,18.33333333333333,2018-02-05,0.8436666666666667,,,,,,
2018-02-05T16:00:00Z,9Q6TA,24.166666666666668,2018-02-05,0.8574499999999998,,,,,,
2018-02-05T16:00:00Z,KW43U,21.5,2018-02-05,0.7890416666666665,,,,,,
2018-02-05T16:00:00Z,VR4WG,27.33333333333333,2018-02-05,0.8854736842105262,,,,,,
2018-02-05T16:00:00Z,XJF9O,19.77777777777778,2018-02-05,0.8493200000000001,,,,,,
2018-02-05T16:00:00Z,XNLVD,22.846153846153847,2018-02-05,0.8909523809523809,,,,,,
2018-02-05T18:30:00Z,1Z2W7,148.21470588235294,2018-02-05,0.6293478260869566,,,,,,
2018-02-05T18:30:00Z,90S79,133.71428571428572,2018-02-05,0.4778947368421051,,,,,,
2018-02-05T18:30:00Z,A7UCQ,95.16527272727274,2018-02-05,0.556,,,,,,
2018-02-05T18:30:00Z,D7S1G,94.55,2018-02-05,0.3579583333333333,,,,,,
2018-02-05T18:30:00Z,E2AUK,147.73333333333332,2018-02-05,0.3830434782608695,,,,,,
2018-02-05T18:30:00Z,GAC6R,148.7941176470588,2018-02-05,0.715842105263158,,,,,,
2018-02-05T18:30:00Z,GJLB2,118.560625,2018-02-05,0.4473,,,,,,
2018-02-05T18:30:00Z,HANW9,159.35714285714286,2018-02-05,0.5407083333333333,,,,,,
2018-02-05T18:30:00Z,HM74A,137.3,2018-02-05,0.7385652173913044,,,,,,
2018-02-05T18:30:00Z,KZ9W9,90.98461538461538,2018-02-05,0.5344444444444444,,,,,,
2018-02-05T18:30:00Z,P8JA5,115.3076923076923,2018-02-05,0.6213478260869565,,,,,,
2018-02-05T18:30:00Z,PJNW1,81.161875,2018-02-05,0.7685652173913045,,,,,,
2018-02-06T08:00:00Z,3S31A,20.3,2018-02-06,,,,,,,
2018-02-06T08:00:00Z,A2FBI,6.0,2018-02-06,,,,,,,
2018-02-06T08:00:00Z,DJN0F,22.1,2018-02-06,,,,,,,
2018-02-06T08:00:00Z,E5P9N,17.9,2018-02-06,,,,,,,
2018-02-06T08:00:00Z,FRITQ,10.4,2018-02-06,,,,,,,
2018-02-06T08:00:00Z,H96P6,13.4,2018-02-06,,,,,,,
2018-02-06T08:00:00Z,PG3MI,34.0,2018-02-06,,,,,,,
2018-02-06T08:00:00Z,WT52R,0.5,2018-02-06,,,,,,,
2018-02-06T08:00:00Z,X5DKW,18.0,2018-02-06,,,,,,,
2018-02-06T08:00:00Z,ZP1FZ,27.0,2018-02-06,,,,,,,
2018-02-06T08:00:00Z,ZZ8JF,3.4,2018-02-06,,,,,,,
2018-02-06T16:00:00Z,1X116,18.3125,2018-02-06,,,,,,,
2018-02-06T16:00:00Z,90BZ1,16.2,2018-02-06,,,,,,,
2018-02-06T16:00:00Z,9Q6TA,18.625,2018-02-06,,,,,,,
2018-02-06T16:00:00Z,KW43U,20.5625,2018-02-06,,,,,,,
2018-02-06T16:00:00Z,VR4WG,22.0,2018-02-06,,,,,,,
2018-02-06T16:00:00Z,XJF9O,52.0,2018-02-06,,,,,,,
2018-02-06T16:00:00Z,XNLVD,15.3125,2018-02-06,,,,,,,
2018-02-06T18:30:00Z,1Z2W7,125.1842105263158,2018-02-06,0.1330434782608696,,,,,,
2018-02-06T18:30:00Z,90S79,121.94736842105264,2018-02-06,0.1896315789473684,,,,,,
2018-02-06T18:30:00Z,A7UCQ,93.31557142857145,2018-02-06,0.1330434782608696,,,,,,
2018-02-06T18:30:00Z,D7S1G,86.37555555555556,2018-02-06,0.113,,,,,,
2018-02-06T18:30:00Z,E2AUK,126.92352941176468,2018-02-06,0.1383478260869565,,,,,,
2018-02-06T18:30:00Z,GAC6R,173.95744680851064,2018-02-06,0.1456315789473684,,,,,,
2018-02-06T18:30:00Z,GJLB2,109.90285714285712,2018-02-06,0.1514,,,,,,
2018-02-06T18:30:00Z,HANW9,132.64285714285714,2018-02-06,0.1,,,,,,
2018-02-06T18:30:00Z,HM74A,107.11111111111111,2018-02-06,0.1048695652173913,,,,,,
2018-02-06T18:30:00Z,KZ9W9,83.77449275362318,2018-02-06,0.1767222222222222,,,,,,
2018-02-06T18:30:00Z,P8JA5,122.27027027027027,2018-02-06,0.1083043478260869,,,,,,
2018-02-06T18:30:00Z,PJNW1,83.2295,2018-02-06,0.1781739130434782,,,,,,
2018-02-07T08:00:00Z,3S31A,21.6,2018-02-07,0.7892105263157896,0.0492105263157894,0.027,0.066,0.0001056198830409,0.0102771534502962,0.0651
2018-02-07T08:00:00Z,A2FBI,8.0,2018-02-07,0.6093043478260869,0.0893043478260869,0.038,0.119,0.0003794031620553,0.0194782741036092,0.1148
2018-02-07T08:00:00Z,DJN0F,7.9,2018-02-07,0.6559999999999999,0.061375,0.038,0.098,0.0002261166666666,0.0150371761533429,0.07925
2018-02-07T08:00:00Z,E5P9N,6.8,2018-02-07,0.6256086956521739,0.0819565217391304,0.025,0.129,0.0010324980237154,0.0321325072740272,0.1268
2018-02-07T08:00:00Z,FRITQ,33.8,2018-02-07,0.8285652173913043,0.0500869565217391,0.028,0.079,0.0002248102766798,0.0149936745556198,0.0773
2018-02-07T08:00:00Z,H96P6,23.4,2018-02-07,0.7571764705882353,0.0685294117647058,0.039,0.106,0.0004016397058823,0.0200409507230159,0.0979999999999999
2018-02-07T08:00:00Z,PG3MI,29.0,2018-02-07,0.8070909090909093,0.0923636363636363,0.057,0.127,0.0003368138528138,0.0183524890086836,0.1169
2018-02-07T08:00:00Z,X5DKW,16.8,2018-02-07,0.6531764705882352,0.0924117647058823,0.068,0.118,0.0002886323529411,0.0169891834100752,0.118
2018-02-07T16:00:00Z,1X116,14.333333333333334,2018-02-07,0.4016666666666666,,,,,,
2018-02-07T16:00:00Z,90BZ1,12.352941176470589,2018-02-07,0.329,,,,,,
2018-02-07T16:00:00Z,9Q6TA,17.1875,2018-02-07,0.3148499999999999,,,,,,
2018-02-07T16:00:00Z,KW43U,15.823529411764708,2018-02-07,0.3261666666666666,,,,,,
2018-02-07T16:00:00Z,VR4WG,18.529411764705884,2018-02-07,0.3307894736842106,,,,,,
2018-02-07T16:00:00Z,XJF9O,19.11111111111111,2018-02-07,0.3500799999999999,,,,,,
2018-02-07T16:00:00Z,XNLVD,14.6875,2018-02-07,0.3180952380952381,,,,,,
2018-02-07T18:30:00Z,1Z2W7,167.5261111111111,2018-02-07,0.4460869565217392,0.1672272727272727,0.136,0.213,0.0003845649350649,0.0196103272554267,0.2061499999999999
2018-02-07T18:30:00Z,90S79,220.3636363636364,2018-02-07,0.4281052631578947,0.0779473684210526,0.036,0.122,0.0005887192982456,0.0242635384526992,0.1084999999999999
2018-02-07T18:30:00Z,A7UCQ,156.44432432432433,2018-02-07,0.4169565217391305,0.1210434782608695,0.091,0.144,0.0001839525691699,0.0135629115299761,0.1419
2018-02-07T18:30:00Z,D7S1G,120.85428571428572,2018-02-07,0.4100416666666667,0.1129166666666666,0.071,0.171,0.0009827753623188,0.0313492481938377,0.16285
2018-02-07T18:30:00Z,E2AUK,213.6266666666667,2018-02-07,0.4261739130434783,0.0455652173913043,0.017,0.111,0.0007438023715415,0.0272727404479546,0.0962999999999999
2018-02-07T18:30:00Z,GAC6R,252.4468085106383,2018-02-07,0.4723157894736842,0.1088421052631578,0.03,0.176,0.0016776959064327,0.0409596863566208,0.1732999999999999
2018-02-07T18:30:00Z,GJLB2,131.686,2018-02-07,0.4996,0.2217499999999999,0.197,0.259,0.000266197368421,0.0163155560254945,0.24285
2018-02-07T18:30:00Z,HANW9,202.06666666666663,2018-02-07,0.418,0.1535416666666666,0.11,0.194,0.0005104329710144,0.0225927636869527,0.1919499999999999
2018-02-07T18:30:00Z,HM74A,206.75,2018-02-07,0.424695652173913,0.0489090909090909,0.02,0.078,0.0003736103896103,0.0193290038442334,0.07795
2018-02-07T18:30:00Z,KZ9W9,89.42179104477613,2018-02-07,0.4270555555555555,0.1015,0.04,0.167,0.0015500294117647,0.0393704128980724,0.1559499999999999
2018-02-07T18:30:00Z,P8JA5,187.0625,2018-02-07,0.4351739130434783,0.1639565217391304,0.093,0.196,0.0007305889328063,0.0270294086654947,0.1928
2018-02-07T18:30:00Z,PJNW1,125.0204761904762,2018-02-07,0.441782608695652,0.1387499999999999,0.053,0.206,0.0022547236842105,0.0474839307999088,0.20315
2018-02-08T08:00:00Z,3S31A,7.3,2018-02-08,,,,,,,
2018-02-08T08:00:00Z,A2FBI,7.0,2018-02-08,,,,,,,
2018-02-08T08:00:00Z,DJN0F,12.6,2018-02-08,,,,,,,
2018-02-08T08:00:00Z,E5P9N,12.3,2018-02-08,,,,,,,
2018-02-08T08:00:00Z,FRITQ,7.9,2018-02-08,,,,,,,
2018-02-08T08:00:00Z,H96P6,8.5,2018-02-08,,,,,,,
2018-02-08T08:00:00Z,PG3MI,10.0,2018-02-08,,,,,,,
2018-02-08T08:00:00Z,WT52R,2.1,2018-02-08,,,,,,,
2018-02-08T08:00:00Z,X5DKW,27.8,2018-02-08,,,,,,,
2018-02-08T08:00:00Z,ZP1FZ,5.4,2018-02-08,,,,,,,
2018-02-08T08:00:00Z,ZZ8JF,3.2,2018-02-08,,,,,,,
2018-02-08T16:00:00Z,1X116,24.444444444444443,2018-02-08,,,,,,,
2018-02-08T16:00:00Z,90BZ1,20.9,2018-02-08,,,,,,,
2018-02-08T16:00:00Z,9Q6TA,19.1,2018-02-08,,,,,,,
2018-02-08T16:00:00Z,KW43U,17.4,2018-02-08,,,,,,,
2018-02-08T16:00:00Z,VR4WG,25.0,2018-02-08,,,,,,,
2018-02-08T16:00:00Z,XJF9O,21.4,2018-02-08,,,,,,,
2018-02-08T16:00:00Z,XNLVD,19.0,2018-02-08,,,,,,,
2018-02-08T18:30:00Z,1Z2W7,161.50416666666666,2018-02-08,0.7299565217391304,0.3407826086956521,0.266,0.4,0.001340814229249,0.0366171302705306,0.3919999999999999
2018-02-08T18:30:00Z,90S79,118.71428571428572,2018-02-08,0.7068947368421054,0.3907777777777778,0.284,0.583,0.0063546535947712,0.0797160811553806,0.5243499999999999
2018-02-08T18:30:00Z,A7UCQ,84.63818181818182,2018-02-08,0.753217391304348,0.3903478260869565,0.29,0.477,0.0033675098814229,0.0580302497101548,0.4706999999999999
2018-02-08T18:30:00Z,D7S1G,124.01333333333334,2018-02-08,0.7156250000000001,0.3702916666666667,0.25,0.423,0.0019116068840579,0.0437219268109031,0.4156999999999999
2018-02-08T18:30:00Z,E2AUK,169.12962962962962,2018-02-08,0.6886956521739132,0.4314999999999999,0.402,0.479,0.0005041153846153,0.022452513993212,0.4686
2018-02-08T18:30:00Z,GAC6R,209.2,2018-02-08,0.747578947368421,0.3853529411764705,0.344,0.478,0.0016396176470588,0.0404921924209942,0.4523999999999999
2018-02-08T18:30:00Z,GJLB2,110.0409090909091,2018-02-08,0.63155,0.32295,0.264,0.373,0.0010142605263157,0.0318474571404969,0.37205
2018-02-08T18:30:00Z,HANW9,182.625,2018-02-08,0.7474583333333333,0.41175,0.324,0.458,0.001712804347826,0.0413860404946654,0.45685
2018-02-08T18:30:00Z,HM74A,104.2,2018-02-08,0.640913043478261,,,,,,
2018-02-08T18:30:00Z,KZ9W9,111.8546875,2018-02-08,0.6723888888888889,0.336,0.273,0.373,0.0009377142857142,0.0306221208559153,0.36915
2018-02-08T18:30:00Z,P8JA5,213.0,2018-02-08,0.749217391304348,0.3949130434782609,0.306,0.455,0.0014380830039525,0.0379220648693154,0.4473
2018-02-08T18:30:00Z,PJNW1,103.751,2018-02-08,0.6999130434782608,0.3105714285714285,0.257,0.367,0.001772619047619,0.042102482677617,0.3664
2018-02-09T08:00:00Z,3S31A,18.8,2018-02-09,1.0579473684210523,0.121,0.104,0.14,7.800000000000005e-05,0.0088317608663278,0.1331999999999999
2018-02-09T08:00:00Z,A2FBI,7.0,2018-02-09,0.7608695652173914,0.0602608695652173,0.038,0.075,8.3201581027668e-05,0.0091214900661935,0.0745
2018-02-09T08:00:00Z,DJN0F,11.4,2018-02-09,0.7639374999999999,0.0565625,0.044,0.066,4.186250000000001e-05,0.0064701236464228,0.0645
2018-02-09T08:00:00Z,E5P9N,22.3,2018-02-09,0.7863043478260868,0.061391304347826,0.025,0.11,0.0005786126482213,0.0240543685891221,0.1027999999999999
2018-02-09T08:00:00Z,FRITQ,19.5,2018-02-09,1.2080869565217391,0.1526521739130435,0.123,0.208,0.0006007826086956,0.0245108671551141,0.1925
2018-02-09T08:00:00Z,H96P6,12.1,2018-02-09,0.8532941176470588,0.0784705882352941,0.07,0.088,1.963970588235295e-05,0.0044316707777488,0.0848
2018-02-09T08:00:00Z,PG3MI,16.0,2018-02-09,1.0566818181818185,0.092590909090909,0.073,0.11,0.0001411103896103,0.0118789894187338,0.10985
2018-02-09T08:00:00Z,QJHW4,0.7,2018-02-09,0.7681176470588235,0.0452941176470588,0.022,0.066,0.0002450955882352,0.0156555289988966,0.0652
2018-02-09T08:00:00Z,WT52R,0.9,2018-02-09,0.6333043478260868,0.0846086956521739,0.065,0.101,0.0001466126482213,0.0121083709978404,0.1007
2018-02-09T08:00:00Z,X5DKW,15.1,2018-02-09,0.8058235294117647,0.1238823529411764,0.09,0.155,0.0002123602941176,0.0145725870770308,0.1437999999999999
2018-02-09T08:00:00Z,ZZ8JF,5.3,2018-02-09,0.7335909090909091,0.0822222222222222,0.067,0.096,6.771241830065359e-05,0.0082287555742441,0.0925999999999999
2018-02-09T16:00:00Z,1X116,21.9375,2018-02-09,,,,,,,
2018-02-09T16:00:00Z,90BZ1,16.3125,2018-02-09,,,,,,,
